2018-12-04 23:36:41.532493  

 Train one epoch   1 / 100
2018-12-05 15:46:02.058720  [Epoch 80] Validation indivisual [1] class recall: 0.250491
2018-12-05 15:46:02.060479  [Epoch 80] Validation indivisual [1] class precision: 0.449942
2018-12-05 15:46:02.062247  [Epoch 80] Validation indivisual [2] class recall: 0.000000
2018-12-05 15:46:02.064066  

 Train one epoch  82 / 100
2018-12-05 15:57:12.184601  [Epoch 81] mean loss: 3.378003
2018-12-05 15:57:12.186520  [Epoch 81] heading rmse[deg]: 104.379682
2018-12-05 15:57:12.188848  [Epoch 81] class accuracy: 0.717075
2018-12-05 15:57:12.190647  [Epoch 81] avg class acc: 0.704477
2018-12-05 15:57:12.195210  [Epoch 81] indivisual [0] class recall: 0.608333
2018-12-05 15:57:12.197257  [Epoch 81] indivisual [0] class precision: 0.713583
2018-12-05 15:57:12.198951  [Epoch 81] indivisual [1] class recall: 0.835430
2018-12-05 15:57:12.200683  [Epoch 81] indivisual [1] class precision: 0.712058
2018-12-05 15:57:12.202348  [Epoch 81] indivisual [2] class recall: 0.669667
2018-12-05 15:57:12.204152  [Epoch 81] indivisual [2] class precision: 0.757161
2018-12-05 15:57:12.205811   Evaluation one (validation set) epoch  82 / 100
2018-12-05 15:57:58.453524  [Epoch 81] Validation mean loss: 7.190012
2018-12-05 15:57:58.455369  [Epoch 81] Validation heading rmse[deg]: 110.159457
2018-12-05 15:57:58.457435  [Epoch 81] Validation class accuracy: 0.449851
2018-12-05 15:57:58.459557  [Epoch 81] Validation avg class acc: 0.083488
2018-12-05 15:57:58.461388  [Epoch 81] Validation indivisual [0] class recall: 0.000000
2018-12-05 15:57:58.463155  [Epoch 81] Validation indivisual [1] class recall: 0.250465
2018-12-05 15:57:58.464822  [Epoch 81] Validation indivisual [1] class precision: 0.449851
2018-12-05 15:57:58.466455  [Epoch 81] Validation indivisual [2] class recall: 0.000000
2018-12-05 15:57:58.468245  

 Train one epoch  83 / 100
2018-12-05 16:09:08.468963  [Epoch 82] mean loss: 3.377170
2018-12-05 16:09:08.470932  [Epoch 82] heading rmse[deg]: 104.371291
2018-12-05 16:09:08.472826  [Epoch 82] class accuracy: 0.727142
2018-12-05 16:09:08.474696  [Epoch 82] avg class acc: 0.714165
2018-12-05 16:09:08.476616  [Epoch 82] indivisual [0] class recall: 0.626830
2018-12-05 16:09:08.478607  [Epoch 82] indivisual [0] class precision: 0.721975
2018-12-05 16:09:08.480462  [Epoch 82] indivisual [1] class recall: 0.837666
2018-12-05 16:09:08.482141  [Epoch 82] indivisual [1] class precision: 0.723958
2018-12-05 16:09:08.483909  [Epoch 82] indivisual [2] class recall: 0.678000
2018-12-05 16:09:08.485580  [Epoch 82] indivisual [2] class precision: 0.763800
2018-12-05 16:09:08.487306   Evaluation one (validation set) epoch  83 / 100
2018-12-05 16:09:55.379227  [Epoch 82] Validation mean loss: 9.202144
2018-12-05 16:09:55.381113  [Epoch 82] Validation heading rmse[deg]: 116.507038
2018-12-05 16:09:55.382812  [Epoch 82] Validation class accuracy: 0.449926
2018-12-05 16:09:55.384653  [Epoch 82] Validation avg class acc: 0.083499
2018-12-05 16:09:55.386350  [Epoch 82] Validation indivisual [0] class recall: 0.000000
2018-12-05 16:09:55.388143  [Epoch 82] Validation indivisual [1] class recall: 0.250496
2018-12-05 16:09:55.389810  [Epoch 82] Validation indivisual [1] class precision: 0.449926
2018-12-05 16:09:55.391563  [Epoch 82] Validation indivisual [2] class recall: 0.000000
2018-12-05 16:09:55.393187  

 Train one epoch  84 / 100
2018-12-05 16:21:09.341484  [Epoch 83] mean loss: 3.376204
2018-12-05 16:21:09.343432  [Epoch 83] heading rmse[deg]: 104.322337
2018-12-05 16:21:09.345349  [Epoch 83] class accuracy: 0.725297
2018-12-05 16:21:09.347287  [Epoch 83] avg class acc: 0.705393
2018-12-05 16:21:09.349092  [Epoch 83] indivisual [0] class recall: 0.635811
2018-12-05 16:21:09.350806  [Epoch 83] indivisual [0] class precision: 0.714322
2018-12-05 16:21:09.352565  [Epoch 83] indivisual [1] class recall: 0.832147
2018-12-05 16:21:09.354145  [Epoch 83] indivisual [1] class precision: 0.727376
2018-12-05 16:21:09.355787  [Epoch 83] indivisual [2] class recall: 0.648222
2018-12-05 16:21:09.357414  [Epoch 83] indivisual [2] class precision: 0.759240
2018-12-05 16:21:09.359367   Evaluation one (validation set) epoch  84 / 100
2018-12-05 16:21:55.818227  [Epoch 83] Validation mean loss: 3.772283
2018-12-05 16:21:55.820089  [Epoch 83] Validation heading rmse[deg]: 105.952812
2018-12-05 16:21:55.821819  [Epoch 83] Validation class accuracy: 0.449851
2018-12-05 16:21:55.823548  [Epoch 83] Validation avg class acc: 0.083488
2018-12-05 16:21:55.825052  [Epoch 83] Validation indivisual [0] class recall: 0.000000
2018-12-05 16:21:55.826498  [Epoch 83] Validation indivisual [1] class recall: 0.250465
2018-12-05 16:21:55.828064  [Epoch 83] Validation indivisual [1] class precision: 0.449851
2018-12-05 16:21:55.829574  [Epoch 83] Validation indivisual [2] class recall: 0.000000
2018-12-05 16:21:55.831025  

 Train one epoch  85 / 100
2018-12-05 16:33:06.663625  [Epoch 84] mean loss: 3.375990
2018-12-05 16:33:06.665695  [Epoch 84] heading rmse[deg]: 104.318882
2018-12-05 16:33:06.667606  [Epoch 84] class accuracy: 0.730040
2018-12-05 16:33:06.669484  [Epoch 84] avg class acc: 0.709967
2018-12-05 16:33:06.671364  [Epoch 84] indivisual [0] class recall: 0.647354
2018-12-05 16:33:06.673455  [Epoch 84] indivisual [0] class precision: 0.717016
2018-12-05 16:33:06.675341  [Epoch 84] indivisual [1] class recall: 0.830436
2018-12-05 16:33:06.677075  [Epoch 84] indivisual [1] class precision: 0.736810
2018-12-05 16:33:06.678703  [Epoch 84] indivisual [2] class recall: 0.652111
2018-12-05 16:33:06.680378  [Epoch 84] indivisual [2] class precision: 0.748024
2018-12-05 16:33:06.682034   Evaluation one (validation set) epoch  85 / 100
2018-12-05 16:33:53.197376  [Epoch 84] Validation mean loss: 4.129471
2018-12-05 16:33:53.199226  [Epoch 84] Validation heading rmse[deg]: 105.826361
2018-12-05 16:33:53.201058  [Epoch 84] Validation class accuracy: 0.449889
2018-12-05 16:33:53.202894  [Epoch 84] Validation avg class acc: 0.083494
2018-12-05 16:33:53.204695  [Epoch 84] Validation indivisual [0] class recall: 0.000000
2018-12-05 16:33:53.206408  [Epoch 84] Validation indivisual [1] class recall: 0.250481
2018-12-05 16:33:53.208187  [Epoch 84] Validation indivisual [1] class precision: 0.449889
2018-12-05 16:33:53.209804  [Epoch 84] Validation indivisual [2] class recall: 0.000000
2018-12-05 16:33:53.211468  

 Train one epoch  86 / 100
2018-12-05 16:45:03.965749  [Epoch 85] mean loss: 3.378028
2018-12-05 16:45:03.967697  [Epoch 85] heading rmse[deg]: 104.218179
2018-12-05 16:45:03.969647  [Epoch 85] class accuracy: 0.737754
2018-12-05 16:45:03.971529  [Epoch 85] avg class acc: 0.715276
2018-12-05 16:45:03.973314  [Epoch 85] indivisual [0] class recall: 0.672044
2018-12-05 16:45:03.974969  [Epoch 85] indivisual [0] class precision: 0.719309
2018-12-05 16:45:03.976632  [Epoch 85] indivisual [1] class recall: 0.824007
2018-12-05 16:45:03.978223  [Epoch 85] indivisual [1] class precision: 0.747148
2018-12-05 16:45:03.979817  [Epoch 85] indivisual [2] class recall: 0.649778
2018-12-05 16:45:03.981329  [Epoch 85] indivisual [2] class precision: 0.768867
2018-12-05 16:45:03.982822   Evaluation one (validation set) epoch  86 / 100
2018-12-05 16:45:50.350083  [Epoch 85] Validation mean loss: 4.094880
2018-12-05 16:45:50.351795  [Epoch 85] Validation heading rmse[deg]: 107.351156
2018-12-05 16:45:50.353392  [Epoch 85] Validation class accuracy: 0.449703
2018-12-05 16:45:50.355014  [Epoch 85] Validation avg class acc: 0.083468
2018-12-05 16:45:50.356659  [Epoch 85] Validation indivisual [0] class recall: 0.000000
2018-12-05 16:45:50.358194  [Epoch 85] Validation indivisual [1] class recall: 0.250403
2018-12-05 16:45:50.359760  [Epoch 85] Validation indivisual [1] class precision: 0.449703
2018-12-05 16:45:50.361231  [Epoch 85] Validation indivisual [2] class recall: 0.000000
2018-12-05 16:45:50.362610  

 Train one epoch  87 / 100
2018-12-05 16:57:03.962553  [Epoch 86] mean loss: 3.373580
2018-12-05 16:57:03.964406  [Epoch 86] heading rmse[deg]: 104.308677
2018-12-05 16:57:03.966071  [Epoch 86] class accuracy: 0.745233
2018-12-05 16:57:03.967729  [Epoch 86] avg class acc: 0.725427
2018-12-05 16:57:03.969194  [Epoch 86] indivisual [0] class recall: 0.680743
2018-12-05 16:57:03.970654  [Epoch 86] indivisual [0] class precision: 0.727087
2018-12-05 16:57:03.972234  [Epoch 86] indivisual [1] class recall: 0.827649
2018-12-05 16:57:03.973640  [Epoch 86] indivisual [1] class precision: 0.756145
2018-12-05 16:57:03.974984  [Epoch 86] indivisual [2] class recall: 0.667889
2018-12-05 16:57:03.976339  [Epoch 86] indivisual [2] class precision: 0.767003
2018-12-05 16:57:03.977687   Evaluation one (validation set) epoch  87 / 100
2018-12-05 16:57:50.983552  [Epoch 86] Validation mean loss: 3.747455
2018-12-05 16:57:50.985415  [Epoch 86] Validation heading rmse[deg]: 105.609371
2018-12-05 16:57:50.987108  [Epoch 86] Validation class accuracy: 0.449889
2018-12-05 16:57:50.988931  [Epoch 86] Validation avg class acc: 0.083494
2018-12-05 16:57:50.990557  [Epoch 86] Validation indivisual [0] class recall: 0.000000
2018-12-05 16:57:50.992271  [Epoch 86] Validation indivisual [1] class recall: 0.250481
2018-12-05 16:57:50.993861  [Epoch 86] Validation indivisual [1] class precision: 0.449889
2018-12-05 16:57:50.995454  [Epoch 86] Validation indivisual [2] class recall: 0.000000
2018-12-05 16:57:50.996983  

 Train one epoch  88 / 100
2018-12-05 17:09:02.447796  [Epoch 87] mean loss: 3.373525
2018-12-05 17:09:02.449653  [Epoch 87] heading rmse[deg]: 104.288493
2018-12-05 17:09:02.451327  [Epoch 87] class accuracy: 0.749245
2018-12-05 17:09:02.453189  [Epoch 87] avg class acc: 0.727648
2018-12-05 17:09:02.455068  [Epoch 87] indivisual [0] class recall: 0.692230
2018-12-05 17:09:02.456789  [Epoch 87] indivisual [0] class precision: 0.728684
2018-12-05 17:09:02.458437  [Epoch 87] indivisual [1] class recall: 0.826159
2018-12-05 17:09:02.460091  [Epoch 87] indivisual [1] class precision: 0.761522
2018-12-05 17:09:02.461605  [Epoch 87] indivisual [2] class recall: 0.664556
2018-12-05 17:09:02.463196  [Epoch 87] indivisual [2] class precision: 0.776652
2018-12-05 17:09:02.464862   Evaluation one (validation set) epoch  88 / 100
2018-12-05 17:09:48.871675  [Epoch 87] Validation mean loss: 4.051490
2018-12-05 17:09:48.873712  [Epoch 87] Validation heading rmse[deg]: 106.637264
2018-12-05 17:09:48.875500  [Epoch 87] Validation class accuracy: 0.449814
2018-12-05 17:09:48.877445  [Epoch 87] Validation avg class acc: 0.083483
2018-12-05 17:09:48.879164  [Epoch 87] Validation indivisual [0] class recall: 0.000000
2018-12-05 17:09:48.880908  [Epoch 87] Validation indivisual [1] class recall: 0.250450
2018-12-05 17:09:48.882636  [Epoch 87] Validation indivisual [1] class precision: 0.449814
2018-12-05 17:09:48.884318  [Epoch 87] Validation indivisual [2] class recall: 0.000000
2018-12-05 17:09:48.885918  

 Train one epoch  89 / 100
2018-12-05 17:20:59.751980  [Epoch 88] mean loss: 3.373174
2018-12-05 17:20:59.753875  [Epoch 88] heading rmse[deg]: 104.334590
2018-12-05 17:20:59.755590  [Epoch 88] class accuracy: 0.750557
2018-12-05 17:20:59.757332  [Epoch 88] avg class acc: 0.725984
2018-12-05 17:20:59.758999  [Epoch 88] indivisual [0] class recall: 0.697269
2018-12-05 17:20:59.760628  [Epoch 88] indivisual [0] class precision: 0.728484
2018-12-05 17:20:59.762498  [Epoch 88] indivisual [1] class recall: 0.826794
2018-12-05 17:20:59.767705  [Epoch 88] indivisual [1] class precision: 0.764109
2018-12-05 17:20:59.769763  [Epoch 88] indivisual [2] class recall: 0.653889
2018-12-05 17:20:59.771484  [Epoch 88] indivisual [2] class precision: 0.779573
2018-12-05 17:20:59.773279   Evaluation one (validation set) epoch  89 / 100
2018-12-05 17:21:46.141326  [Epoch 88] Validation mean loss: 4.287510
2018-12-05 17:21:46.144243  [Epoch 88] Validation heading rmse[deg]: 107.926818
2018-12-05 17:21:46.146373  [Epoch 88] Validation class accuracy: 0.449851
2018-12-05 17:21:46.148433  [Epoch 88] Validation avg class acc: 0.083488
2018-12-05 17:21:46.150305  [Epoch 88] Validation indivisual [0] class recall: 0.000000
2018-12-05 17:21:46.152212  [Epoch 88] Validation indivisual [1] class recall: 0.250465
2018-12-05 17:21:46.154006  [Epoch 88] Validation indivisual [1] class precision: 0.449851
2018-12-05 17:21:46.155797  [Epoch 88] Validation indivisual [2] class recall: 0.000000
2018-12-05 17:21:46.157501  

 Train one epoch  90 / 100
2018-12-05 17:32:57.058825  [Epoch 89] mean loss: 3.372360
2018-12-05 17:32:57.060741  [Epoch 89] heading rmse[deg]: 104.316538
2018-12-05 17:32:57.062480  [Epoch 89] class accuracy: 0.748019
2018-12-05 17:32:57.064361  [Epoch 89] avg class acc: 0.724430
2018-12-05 17:32:57.067116  [Epoch 89] indivisual [0] class recall: 0.696903
2018-12-05 17:32:57.068892  [Epoch 89] indivisual [0] class precision: 0.723865
2018-12-05 17:32:57.070622  [Epoch 89] indivisual [1] class recall: 0.821164
2018-12-05 17:32:57.072256  [Epoch 89] indivisual [1] class precision: 0.764777
2018-12-05 17:32:57.074045  [Epoch 89] indivisual [2] class recall: 0.655222
2018-12-05 17:32:57.075915  [Epoch 89] indivisual [2] class precision: 0.770749
2018-12-05 17:32:57.077700   Evaluation one (validation set) epoch  90 / 100
2018-12-05 17:33:43.515090  [Epoch 89] Validation mean loss: 5.753325
2018-12-05 17:33:43.516970  [Epoch 89] Validation heading rmse[deg]: 109.562059
2018-12-05 17:33:43.518646  [Epoch 89] Validation class accuracy: 0.449963
2018-12-05 17:33:43.520462  [Epoch 89] Validation avg class acc: 0.083504
2018-12-05 17:33:43.522121  [Epoch 89] Validation indivisual [0] class recall: 0.000000
2018-12-05 17:33:43.523816  [Epoch 89] Validation indivisual [1] class recall: 0.250512
2018-12-05 17:33:43.525451  [Epoch 89] Validation indivisual [1] class precision: 0.449963
2018-12-05 17:33:43.527088  [Epoch 89] Validation indivisual [2] class recall: 0.000000
2018-12-05 17:33:44.312425  Model saved in file: /home/gozilla/kyungpyo/git/MasterThesisProject/Network/notebook/train_log_20181204/model_2_out5_1/model.ckpt
2018-12-05 17:33:44.314133  

 Train one epoch  91 / 100
2018-12-05 17:44:55.189143  [Epoch 90] mean loss: 3.372511
2018-12-05 17:44:55.191010  [Epoch 90] heading rmse[deg]: 104.334990
2018-12-05 17:44:55.192852  [Epoch 90] class accuracy: 0.755832
2018-12-05 17:44:55.194632  [Epoch 90] avg class acc: 0.732236
2018-12-05 17:44:55.196274  [Epoch 90] indivisual [0] class recall: 0.704927
2018-12-05 17:44:55.197851  [Epoch 90] indivisual [0] class precision: 0.733765
2018-12-05 17:44:55.199631  [Epoch 90] indivisual [1] class recall: 0.828780
2018-12-05 17:44:55.201759  [Epoch 90] indivisual [1] class precision: 0.771910
2018-12-05 17:44:55.203603  [Epoch 90] indivisual [2] class recall: 0.663000
2018-12-05 17:44:55.205412  [Epoch 90] indivisual [2] class precision: 0.772327
2018-12-05 17:44:55.207091   Evaluation one (validation set) epoch  91 / 100
2018-12-05 17:45:41.621088  [Epoch 90] Validation mean loss: 5.347828
2018-12-05 17:45:41.622441  [Epoch 90] Validation heading rmse[deg]: 110.406479
2018-12-05 17:45:41.623854  [Epoch 90] Validation class accuracy: 0.449814
2018-12-05 17:45:41.625324  [Epoch 90] Validation avg class acc: 0.083483
2018-12-05 17:45:41.626607  [Epoch 90] Validation indivisual [0] class recall: 0.000000
2018-12-05 17:45:41.627952  [Epoch 90] Validation indivisual [1] class recall: 0.250450
2018-12-05 17:45:41.629157  [Epoch 90] Validation indivisual [1] class precision: 0.449814
2018-12-05 17:45:41.630320  [Epoch 90] Validation indivisual [2] class recall: 0.000000
2018-12-05 17:45:41.631636  

 Train one epoch  92 / 100
2018-12-05 17:56:52.189706  [Epoch 91] mean loss: 3.372108
2018-12-05 17:56:52.191612  [Epoch 91] heading rmse[deg]: 104.242926
2018-12-05 17:56:52.194214  [Epoch 91] class accuracy: 0.762816
2018-12-05 17:56:52.196151  [Epoch 91] avg class acc: 0.737658
2018-12-05 17:56:52.197848  [Epoch 91] indivisual [0] class recall: 0.715062
2018-12-05 17:56:52.199615  [Epoch 91] indivisual [0] class precision: 0.741101
2018-12-05 17:56:52.201301  [Epoch 91] indivisual [1] class recall: 0.834244
2018-12-05 17:56:52.202905  [Epoch 91] indivisual [1] class precision: 0.780146
2018-12-05 17:56:52.204581  [Epoch 91] indivisual [2] class recall: 0.663667
2018-12-05 17:56:52.206177  [Epoch 91] indivisual [2] class precision: 0.772204
2018-12-05 17:56:52.207854   Evaluation one (validation set) epoch  92 / 100
2018-12-05 17:57:38.546357  [Epoch 91] Validation mean loss: 3.806670
2018-12-05 17:57:38.548248  [Epoch 91] Validation heading rmse[deg]: 106.106732
2018-12-05 17:57:38.549995  [Epoch 91] Validation class accuracy: 0.449814
2018-12-05 17:57:38.551908  [Epoch 91] Validation avg class acc: 0.083483
2018-12-05 17:57:38.553615  [Epoch 91] Validation indivisual [0] class recall: 0.000000
2018-12-05 17:57:38.555322  [Epoch 91] Validation indivisual [1] class recall: 0.250450
2018-12-05 17:57:38.557091  [Epoch 91] Validation indivisual [1] class precision: 0.449814
2018-12-05 17:57:38.558861  [Epoch 91] Validation indivisual [2] class recall: 0.000000
2018-12-05 17:57:38.560542  

 Train one epoch  93 / 100
2018-12-05 18:08:49.543292  [Epoch 92] mean loss: 3.371778
2018-12-05 18:08:49.545193  [Epoch 92] heading rmse[deg]: 104.246322
2018-12-05 18:08:49.546912  [Epoch 92] class accuracy: 0.767187
2018-12-05 18:08:49.548758  [Epoch 92] avg class acc: 0.739196
2018-12-05 18:08:49.550462  [Epoch 92] indivisual [0] class recall: 0.726098
2018-12-05 18:08:49.552252  [Epoch 92] indivisual [0] class precision: 0.742529
2018-12-05 18:08:49.553871  [Epoch 92] indivisual [1] class recall: 0.834934
2018-12-05 18:08:49.555402  [Epoch 92] indivisual [1] class precision: 0.786719
2018-12-05 18:08:49.556911  [Epoch 92] indivisual [2] class recall: 0.656556
2018-12-05 18:08:49.559774  [Epoch 92] indivisual [2] class precision: 0.781097
2018-12-05 18:08:49.561385   Evaluation one (validation set) epoch  93 / 100
2018-12-05 18:09:36.026308  [Epoch 92] Validation mean loss: 3.817627
2018-12-05 18:09:36.028269  [Epoch 92] Validation heading rmse[deg]: 105.837311
2018-12-05 18:09:36.029994  [Epoch 92] Validation class accuracy: 0.449851
2018-12-05 18:09:36.031844  [Epoch 92] Validation avg class acc: 0.083488
2018-12-05 18:09:36.033504  [Epoch 92] Validation indivisual [0] class recall: 0.000000
2018-12-05 18:09:36.035032  [Epoch 92] Validation indivisual [1] class recall: 0.250465
2018-12-05 18:09:36.036742  [Epoch 92] Validation indivisual [1] class precision: 0.449851
2018-12-05 18:09:36.038283  [Epoch 92] Validation indivisual [2] class recall: 0.000000
2018-12-05 18:09:36.039937  

 Train one epoch  94 / 100
2018-12-05 18:20:47.085425  [Epoch 93] mean loss: 3.371742
2018-12-05 18:20:47.087246  [Epoch 93] heading rmse[deg]: 104.267007
2018-12-05 18:20:47.089275  [Epoch 93] class accuracy: 0.772177
2018-12-05 18:20:47.091504  [Epoch 93] avg class acc: 0.746288
2018-12-05 18:20:47.093286  [Epoch 93] indivisual [0] class recall: 0.741273
2018-12-05 18:20:47.094872  [Epoch 93] indivisual [0] class precision: 0.743764
2018-12-05 18:20:47.096405  [Epoch 93] indivisual [1] class recall: 0.827925
2018-12-05 18:20:47.098066  [Epoch 93] indivisual [1] class precision: 0.795735
2018-12-05 18:20:47.099860  [Epoch 93] indivisual [2] class recall: 0.669667
2018-12-05 18:20:47.101739  [Epoch 93] indivisual [2] class precision: 0.787534
2018-12-05 18:20:47.103377   Evaluation one (validation set) epoch  94 / 100
2018-12-05 18:21:33.575458  [Epoch 93] Validation mean loss: 4.043118
2018-12-05 18:21:33.577445  [Epoch 93] Validation heading rmse[deg]: 106.886692
2018-12-05 18:21:33.579355  [Epoch 93] Validation class accuracy: 0.449814
2018-12-05 18:21:33.581408  [Epoch 93] Validation avg class acc: 0.083483
2018-12-05 18:21:33.583124  [Epoch 93] Validation indivisual [0] class recall: 0.000000
2018-12-05 18:21:33.584889  [Epoch 93] Validation indivisual [1] class recall: 0.250450
2018-12-05 18:21:33.586503  [Epoch 93] Validation indivisual [1] class precision: 0.449814
2018-12-05 18:21:33.588218  [Epoch 93] Validation indivisual [2] class recall: 0.000000
2018-12-05 18:21:33.589794  

 Train one epoch  95 / 100
2018-12-05 18:32:44.412783  [Epoch 94] mean loss: 3.371046
2018-12-05 18:32:44.414732  [Epoch 94] heading rmse[deg]: 104.325264
2018-12-05 18:32:44.416549  [Epoch 94] class accuracy: 0.776548
2018-12-05 18:32:44.418372  [Epoch 94] avg class acc: 0.749873
2018-12-05 18:32:44.420344  [Epoch 94] indivisual [0] class recall: 0.750338
2018-12-05 18:32:44.422352  [Epoch 94] indivisual [0] class precision: 0.746158
2018-12-05 18:32:44.424512  [Epoch 94] indivisual [1] class recall: 0.828504
2018-12-05 18:32:44.426326  [Epoch 94] indivisual [1] class precision: 0.803173
2018-12-05 18:32:44.428189  [Epoch 94] indivisual [2] class recall: 0.670778
2018-12-05 18:32:44.429842  [Epoch 94] indivisual [2] class precision: 0.788326
2018-12-05 18:32:44.431551   Evaluation one (validation set) epoch  95 / 100
2018-12-05 18:33:30.860601  [Epoch 94] Validation mean loss: 3.884778
2018-12-05 18:33:30.862464  [Epoch 94] Validation heading rmse[deg]: 106.778728
2018-12-05 18:33:30.864324  [Epoch 94] Validation class accuracy: 0.450037
2018-12-05 18:33:30.866151  [Epoch 94] Validation avg class acc: 0.083514
2018-12-05 18:33:30.867895  [Epoch 94] Validation indivisual [0] class recall: 0.000000
2018-12-05 18:33:30.869566  [Epoch 94] Validation indivisual [1] class recall: 0.250543
2018-12-05 18:33:30.871178  [Epoch 94] Validation indivisual [1] class precision: 0.450037
2018-12-05 18:33:30.872657  [Epoch 94] Validation indivisual [2] class recall: 0.000000
2018-12-05 18:33:30.874151  

 Train one epoch  96 / 100
2018-12-05 18:44:41.196881  [Epoch 95] mean loss: 3.369821
2018-12-05 18:44:41.198818  [Epoch 95] heading rmse[deg]: 104.297008
2018-12-05 18:44:41.200660  [Epoch 95] class accuracy: 0.781241
2018-12-05 18:44:41.202463  [Epoch 95] avg class acc: 0.752949
2018-12-05 18:44:41.204243  [Epoch 95] indivisual [0] class recall: 0.764077
2018-12-05 18:44:41.206258  [Epoch 95] indivisual [0] class precision: 0.747514
2018-12-05 18:44:41.208431  [Epoch 95] indivisual [1] class recall: 0.825993
2018-12-05 18:44:41.210232  [Epoch 95] indivisual [1] class precision: 0.810978
2018-12-05 18:44:41.212071  [Epoch 95] indivisual [2] class recall: 0.668778
2018-12-05 18:44:41.214016  [Epoch 95] indivisual [2] class precision: 0.798064
2018-12-05 18:44:41.215825   Evaluation one (validation set) epoch  96 / 100
2018-12-05 18:45:27.589541  [Epoch 95] Validation mean loss: 3.953129
2018-12-05 18:45:27.591345  [Epoch 95] Validation heading rmse[deg]: 106.453860
2018-12-05 18:45:27.593114  [Epoch 95] Validation class accuracy: 0.449963
2018-12-05 18:45:27.594828  [Epoch 95] Validation avg class acc: 0.083504
2018-12-05 18:45:27.596434  [Epoch 95] Validation indivisual [0] class recall: 0.000000
2018-12-05 18:45:27.598011  [Epoch 95] Validation indivisual [1] class recall: 0.250512
2018-12-05 18:45:27.599718  [Epoch 95] Validation indivisual [1] class precision: 0.449963
2018-12-05 18:45:27.601311  [Epoch 95] Validation indivisual [2] class recall: 0.000000
2018-12-05 18:45:27.602736  

 Train one epoch  97 / 100
2018-12-05 18:56:38.186103  [Epoch 96] mean loss: 3.369463
2018-12-05 18:56:38.188120  [Epoch 96] heading rmse[deg]: 104.245242
2018-12-05 18:56:38.189987  [Epoch 96] class accuracy: 0.786986
2018-12-05 18:56:38.192121  [Epoch 96] avg class acc: 0.761390
2018-12-05 18:56:38.194458  [Epoch 96] indivisual [0] class recall: 0.767821
2018-12-05 18:56:38.196428  [Epoch 96] indivisual [0] class precision: 0.755234
2018-12-05 18:56:38.198367  [Epoch 96] indivisual [1] class recall: 0.831015
2018-12-05 18:56:38.200368  [Epoch 96] indivisual [1] class precision: 0.815688
2018-12-05 18:56:38.202209  [Epoch 96] indivisual [2] class recall: 0.685333
2018-12-05 18:56:38.204290  [Epoch 96] indivisual [2] class precision: 0.798240
2018-12-05 18:56:38.206237   Evaluation one (validation set) epoch  97 / 100
2018-12-05 18:57:24.621567  [Epoch 96] Validation mean loss: 5.214689
2018-12-05 18:57:24.623289  [Epoch 96] Validation heading rmse[deg]: 111.070618
2018-12-05 18:57:24.624950  [Epoch 96] Validation class accuracy: 0.449814
2018-12-05 18:57:24.626605  [Epoch 96] Validation avg class acc: 0.083483
2018-12-05 18:57:24.628226  [Epoch 96] Validation indivisual [0] class recall: 0.000000
2018-12-05 18:57:24.629774  [Epoch 96] Validation indivisual [1] class recall: 0.250450
2018-12-05 18:57:24.631246  [Epoch 96] Validation indivisual [1] class precision: 0.449814
2018-12-05 18:57:24.632714  [Epoch 96] Validation indivisual [2] class recall: 0.000000
2018-12-05 18:57:24.634132  

 Train one epoch  98 / 100
2018-12-05 19:08:34.950476  [Epoch 97] mean loss: 3.368836
2018-12-05 19:08:34.952528  [Epoch 97] heading rmse[deg]: 104.240393
2018-12-05 19:08:34.954411  [Epoch 97] class accuracy: 0.792719
2018-12-05 19:08:34.956366  [Epoch 97] avg class acc: 0.765077
2018-12-05 19:08:34.958157  [Epoch 97] indivisual [0] class recall: 0.774071
2018-12-05 19:08:34.959919  [Epoch 97] indivisual [0] class precision: 0.762141
2018-12-05 19:08:34.961641  [Epoch 97] indivisual [1] class recall: 0.838273
2018-12-05 19:08:34.963312  [Epoch 97] indivisual [1] class precision: 0.818576
2018-12-05 19:08:34.964962  [Epoch 97] indivisual [2] class recall: 0.682889
2018-12-05 19:08:34.966495  [Epoch 97] indivisual [2] class precision: 0.811675
2018-12-05 19:08:34.968162   Evaluation one (validation set) epoch  98 / 100
2018-12-05 19:09:21.283913  [Epoch 97] Validation mean loss: 4.624480
2018-12-05 19:09:21.286511  [Epoch 97] Validation heading rmse[deg]: 107.717689
2018-12-05 19:09:21.288238  [Epoch 97] Validation class accuracy: 0.449851
2018-12-05 19:09:21.289947  [Epoch 97] Validation avg class acc: 0.083488
2018-12-05 19:09:21.291611  [Epoch 97] Validation indivisual [0] class recall: 0.000000
2018-12-05 19:09:21.293191  [Epoch 97] Validation indivisual [1] class recall: 0.250465
2018-12-05 19:09:21.294700  [Epoch 97] Validation indivisual [1] class precision: 0.449851
2018-12-05 19:09:21.296332  [Epoch 97] Validation indivisual [2] class recall: 0.000000
2018-12-05 19:09:21.297869  

 Train one epoch  99 / 100
2018-12-05 19:20:32.060916  [Epoch 98] mean loss: 3.368452
2018-12-05 19:20:32.062884  [Epoch 98] heading rmse[deg]: 104.264154
2018-12-05 19:20:32.064960  [Epoch 98] class accuracy: 0.796186
2018-12-05 19:20:32.066928  [Epoch 98] avg class acc: 0.770454
